episode_number,episode_name,description,air_date
4639,Laddoo Ka Asar | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4639 | 20 Feb 2026,"Official Sony LIV synopsis for Episode 4639: Laddoo Ka Asar | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4639 | 20 Feb 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-08-20
4640,Pankaj Takes Advantage | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4640 | 21 Feb 2026,"Official Sony LIV synopsis for Episode 4640: Pankaj Takes Advantage | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4640 | 21 Feb 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-09-21
4641,Dukaan Mein Party Sharty | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4641 | 23 Feb 2026,"Official Sony LIV synopsis for Episode 4641: Dukaan Mein Party Sharty | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4641 | 23 Feb 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-10-22
4642,Bawri Clarifies The Situation | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4642 | 24 Feb 2026,"Official Sony LIV synopsis for Episode 4642: Bawri Clarifies The Situation | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4642 | 24 Feb 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-11-23
4643,Alcohol Bottle Goes Missing | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4643 | 25 Feb 2026,"Official Sony LIV synopsis for Episode 4643: Alcohol Bottle Goes Missing | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4643 | 25 Feb 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-12-24
4644,Gokuldham Mein Neend Gayab | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4644 | 26 Feb 2026,"Official Sony LIV synopsis for Episode 4644: Gokuldham Mein Neend Gayab | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4644 | 26 Feb 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-01-25
4645,Night Walk For Gokuldham Men | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4645 | 27 Feb 2026,"Official Sony LIV synopsis for Episode 4645: Night Walk For Gokuldham Men | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4645 | 27 Feb 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-02-26
4646,Taarak's Poem For Anjali | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4646 | 28 Feb 2026,"Official Sony LIV synopsis for Episode 4646: Taarak's Poem For Anjali | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4646 | 28 Feb 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-03-27
4647,Meeting Chutki Baba | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4647 | 2 Mar 2026,"Official Sony LIV synopsis for Episode 4647: Meeting Chutki Baba | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4647 | 2 Mar 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-04-28
4648,Chutki Baba Ka Upaay | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4648 | 3 Mar 2026,"Official Sony LIV synopsis for Episode 4648: Chutki Baba Ka Upaay | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4648 | 3 Mar 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-05-01
4649,Popatlal Loses The Ring | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4649 | 4 Mar 2026,"Official Sony LIV synopsis for Episode 4649: Popatlal Loses The Ring | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4649 | 4 Mar 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-06-02
4650,Popatlal Ke Liye Kavitayein | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4650 | 5 Mar 2026,"Official Sony LIV synopsis for Episode 4650: Popatlal Ke Liye Kavitayein | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4650 | 5 Mar 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-07-03
4651,Jethalal And Babita's Face Off | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4651 | 6 Mar 2026,"Official Sony LIV synopsis for Episode 4651: Jethalal And Babita's Face Off | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4651 | 6 Mar 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-08-04
4652,Holi Ka Mahayudh | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4652 | 7 Mar 2026,"Official Sony LIV synopsis for Episode 4652: Holi Ka Mahayudh | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4652 | 7 Mar 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-09-05
4653,Team Jethalal Begin Their Search | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4653 | 9 Mar 2026,"Official Sony LIV synopsis for Episode 4653: Team Jethalal Begin Their Search | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4653 | 9 Mar 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-10-06
4654,Search For Babita Intensifies | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4654 | 10 Mar 2026,"Official Sony LIV synopsis for Episode 4654: Search For Babita Intensifies | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4654 | 10 Mar 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-11-07
4655,Searching The Clubhouse For Babita | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4655|11 Mar 2026,"Official Sony LIV synopsis for Episode 4655: Searching The Clubhouse For Babita | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4655|11 Mar 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-12-08
4656,Holi Challenge Ka Winner | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4656 | 12 Mar 2026,"Official Sony LIV synopsis for Episode 4656: Holi Challenge Ka Winner | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4656 | 12 Mar 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-01-09
4657,Iyer Punishes Jethalal | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4657 | 13 Mar 2026,"Official Sony LIV synopsis for Episode 4657: Iyer Punishes Jethalal | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4657 | 13 Mar 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-02-10
4658,Bhide Reprimands Jethalal | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4658 | 14 Mar 2026,"Official Sony LIV synopsis for Episode 4658: Bhide Reprimands Jethalal | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4658 | 14 Mar 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-03-11
4659,Bhide Ki Khushkhabri | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4659 | 16 Mar 2026,"Official Sony LIV synopsis for Episode 4659: Bhide Ki Khushkhabri | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4659 | 16 Mar 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-04-12
4660,Bhallas Come To Bhide's House | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4660 | 17 Mar 2026,"Official Sony LIV synopsis for Episode 4660: Bhallas Come To Bhide's House | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4660 | 17 Mar 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-05-13
4661,Gold Jewellery Set For Sonu | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4661 | 18 Mar 2026,"Official Sony LIV synopsis for Episode 4661: Gold Jewellery Set For Sonu | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4661 | 18 Mar 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-06-14
4662,Bhide Guards The Jewellery Set | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4662 | 19 Mar 2026,"Official Sony LIV synopsis for Episode 4662: Bhide Guards The Jewellery Set | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4662 | 19 Mar 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-07-15
4663,Bhallas Get Caught | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4663 | 20 Mar 2026,"Official Sony LIV synopsis for Episode 4663: Bhallas Get Caught | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4663 | 20 Mar 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-08-16
4664,Bhide Pleads In Front Of Pandey | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4664 | 21 Mar 2026,"Official Sony LIV synopsis for Episode 4664: Bhide Pleads In Front Of Pandey | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4664 | 21 Mar 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-09-17
4665,Gokuldham Members Crack The Case | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4665 | 23 Mar 2026,"Official Sony LIV synopsis for Episode 4665: Gokuldham Members Crack The Case | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4665 | 23 Mar 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-10-18
4666,Catching The Thieves | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4666 | 24 Mar 2026,"Official Sony LIV synopsis for Episode 4666: Catching The Thieves | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4666 | 24 Mar 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-11-19
4667,Champaklal Ke Liye Gift | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4667 | 25 Mar 2026,"Official Sony LIV synopsis for Episode 4667: Champaklal Ke Liye Gift | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4667 | 25 Mar 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-12-20
4668,Ram Navami Ka Celebration | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4668 | 28 Mar 2026,"Official Sony LIV synopsis for Episode 4668: Ram Navami Ka Celebration | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4668 | 28 Mar 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-01-21
4669,Rupa And Ratan's Contribution | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4669 | 27 Mar 2026,"Official Sony LIV synopsis for Episode 4669: Rupa And Ratan's Contribution | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4669 | 27 Mar 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-02-22
4670,Quiz On Shri Ram | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4670 | 28 Mar 2026,"Official Sony LIV synopsis for Episode 4670: Quiz On Shri Ram | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4670 | 28 Mar 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-03-23
4671,Sureele Bhajan | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4671 | 30 Mar 2026,"Official Sony LIV synopsis for Episode 4671: Sureele Bhajan | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4671 | 30 Mar 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-04-24
4672,Society Ke Rules And Regulations | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4672 | 31 Mar 2026,"Official Sony LIV synopsis for Episode 4672: Society Ke Rules And Regulations | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4672 | 31 Mar 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-05-25
4673,Tapu Sena To The Rescue | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4673 | 1 Apr 2026,"Official Sony LIV synopsis for Episode 4673: Tapu Sena To The Rescue | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4673 | 1 Apr 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-06-26
4674,Popatlal Ke Jacket Ka Daag | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4674 | 2 Apr 2026,"Official Sony LIV synopsis for Episode 4674: Popatlal Ke Jacket Ka Daag | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4674 | 2 Apr 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-07-27
4675,Popatlal Phisal Gaya | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4675 | 3 Apr 2026,"Official Sony LIV synopsis for Episode 4675: Popatlal Phisal Gaya | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4675 | 3 Apr 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-08-28
4676,Bhide Ka Tyaag Patra | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4676 | 4 Apr 2026,"Official Sony LIV synopsis for Episode 4676: Bhide Ka Tyaag Patra | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4676 | 4 Apr 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-09-01
4677,Taarak's Advice | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4677 | 6 Apr 2026,"Official Sony LIV synopsis for Episode 4677: Taarak's Advice | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4677 | 6 Apr 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-10-02
4678,Bhide Aur Popatlal Ka Aamna Saamna| Taarak Mehta Ka Ooltah Chashmah | Full Episode 4678 | 7 Apr 2026,"Official Sony LIV synopsis for Episode 4678: Bhide Aur Popatlal Ka Aamna Saamna| Taarak Mehta Ka Ooltah Chashmah | Full Episode 4678 | 7 Apr 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-11-03
4679,Bhide's Resignation | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4679 | 8 Apr 2026,"Official Sony LIV synopsis for Episode 4679: Bhide's Resignation | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4679 | 8 Apr 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-12-04
4680,Popatlal Apologises To Bhide | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4680 | 9 Apr 2026,"Official Sony LIV synopsis for Episode 4680: Popatlal Apologises To Bhide | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4680 | 9 Apr 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-01-05
4681,Jethalal Tries To Find A Contractor |Taarak Mehta Ka Ooltah Chashmah|Full Episode 4681 | 10 Apr 2026,"Official Sony LIV synopsis for Episode 4681: Jethalal Tries To Find A Contractor |Taarak Mehta Ka Ooltah Chashmah|Full Episode 4681 | 10 Apr 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-02-06
4682,Society Maintenance | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4682 | 11 Apr 2026,"Official Sony LIV synopsis for Episode 4682: Society Maintenance | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4682 | 11 Apr 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-03-07
4683,Sapne Ki Baat Cheet | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4683 | 13 Apr 2026,"Official Sony LIV synopsis for Episode 4683: Sapne Ki Baat Cheet | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4683 | 13 Apr 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-04-08
4684,Rupa Ki Royal Angoothi | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4684 | 14 Apr 2026,"Official Sony LIV synopsis for Episode 4684: Rupa Ki Royal Angoothi | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4684 | 14 Apr 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-05-09
4685,Shop Anniversary Ki Taiyaariyan | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4685 | 15 Apr 2026,"Official Sony LIV synopsis for Episode 4685: Shop Anniversary Ki Taiyaariyan | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4685 | 15 Apr 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-06-10
4686,Rupa And Ratan's Shop | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4686 | 16 Apr 2026,"Official Sony LIV synopsis for Episode 4686: Rupa And Ratan's Shop | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4686 | 16 Apr 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-07-11
4687,NEW! Ep 4687 -  Jethalal Kyun Gussa Hua Bagha Pe ! | Taarak Mehta ka Ooltah Chasmah,"Official Sony LIV synopsis for Episode 4687: NEW! Ep 4687 -  Jethalal Kyun Gussa Hua Bagha Pe ! | Taarak Mehta ka Ooltah Chasmah. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-08-12
4688,A Saree Shopping Moment | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4688 | 18 Apr 2026,"Official Sony LIV synopsis for Episode 4688: A Saree Shopping Moment | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4688 | 18 Apr 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-09-13
4689,The Hunt For Rupa’s Royal Ring | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4689 | 20 Apr 2026,"Official Sony LIV synopsis for Episode 4689: The Hunt For Rupa’s Royal Ring | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4689 | 20 Apr 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-10-14
4690,Rupa’s Ring Still Missing | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4690 | 21 Apr 2026,"Official Sony LIV synopsis for Episode 4690: Rupa’s Ring Still Missing | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4690 | 21 Apr 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-11-15
4691,Bapuji Ke Pet Me Ring | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4691 | 22 Apr 2026,"Official Sony LIV synopsis for Episode 4691: Bapuji Ke Pet Me Ring | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4691 | 22 Apr 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-12-16
4692,Chacha Ji's Medical Emergency | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4692 | 23 Apr 2026,"Official Sony LIV synopsis for Episode 4692: Chacha Ji's Medical Emergency | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4692 | 23 Apr 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-01-17
4693,Society Repair Funds | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4693 | 24 Apr 2026,"Official Sony LIV synopsis for Episode 4693: Society Repair Funds | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4693 | 24 Apr 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-02-18
4694,Jethalal Seeks Extension | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4694 | 25 Apr 2026,"Official Sony LIV synopsis for Episode 4694: Jethalal Seeks Extension | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4694 | 25 Apr 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-03-19
